caseid,weight,F1,F2,F3,F4,F5,F6,Economic Mobility 1,Economic Mobility 2,Economic Mobility 3,Economic Mobility 4,Economic Mobility 5,Economic Mobility 6,Economic Mobility 7,Education 1,Education 2,Education 3,Education 4,Education 5,Education 6,Education 7,Education 8,Education 9,Healthcare 1,Healthcare 2,Healthcare 3,Healthcare 4,Healthcare 5,Healthcare 6,Healthcare 7,,Energy 1,Energy 2,Energy 3,Energy 4,Energy 5,Fed Spending & Debt,Taxes 1,Taxes 2,Taxes 3,Taxes 4,Taxes 5,Taxes 6,Taxes 7,Grand Bargain or Current Direction?,pid3,What would you change to make you reconsider,birthyr,gender,race,hispanic,educ,marstat,employ,faminc_new,child18,inputzip,inputstate,ownhome,pid7,presvote20post,presvote24post,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
2332904532,0.9530042835,Not sure,Too many apps,No,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,,1969,Female,White,No,4-year,Married,Full-time,"$120,000 - $149,999",No,77377,Texas,Own,Not very strong Republican,Donald Trump,Donald Trump,Yes,Moderate,Only now and then,Nothing in particular,Never,No,Not at all important,Never,2025-06-29 12:17:06,2025-06-29 12:26:57
2332956458,2.416089096,Yes,None,Yes,Probably yes,Yes,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,,1998,Female,White,No,High school graduate,Married,Homemaker,"$100,000 - $119,999",Yes,75150,Texas,Own,Not very strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Some of the time,Protestant,A few times a year,Yes,Somewhat important,A few times a month,2025-06-29 12:58:10,2025-06-29 13:10:34
2333071812,0.3985378108,Yes,I would have no reservations,Yes,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Republican,,1973,Female,White,No,High school graduate,Never married,Full-time,"$20,000 - $29,999",No,75070,Texas,Rent,Strong Republican,Did not vote for President,Kamala Harris,Yes,Moderate,Some of the time,Nothing in particular,Seldom,No,Not too important,Once a day,2025-06-29 14:56:52,2025-06-29 15:04:52
2334124572,1.046140891,Yes,none,Yes,Definitely yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,,1982,Female,Hispanic,Yes,High school graduate,Married,Permanently disabled,"$10,000 - $19,999",Yes,75040,Texas,Rent,Strong Republican,Did not vote for President,Did not vote for President,Yes,Very conservative,Only now and then,Protestant,More than once a week,Yes,Very important,Several times a day,2025-06-30 17:57:12,2025-06-30 19:02:51
2334593628,0.936219367,Yes,none,Yes,Definitely yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Republican,,1950,Male,White,No,High school graduate,Widowed,Retired,Prefer not to say,No,76904,Texas,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Some of the time,Protestant,Never,Yes,Very important,Several times a day,2025-06-30 19:19:46,2025-06-30 19:36:48
2334769248,1.037463282,Yes,Political,No,Probably no,Yes,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Grand Bargain,Republican,,1992,Female,Hispanic,Yes,Some college,Married,Part-time,"$60,000 - $69,999",Yes,76621,Texas,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Some of the time,Protestant,More than once a week,Yes,Very important,Several times a day,2025-07-01 4:04:35,2025-07-01 4:12:44
2335392846,0.8180428374,Yes,none,Yes,Definitely yes,Yes,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Republican,,1941,Female,White,No,Some college,Widowed,Retired,"$40,000 - $49,999",No,76108,Texas,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Protestant,Seldom,Yes,Very important,Several times a day,2025-07-01 22:09:40,2025-07-01 22:21:08
2336224190,0.9277573801,Yes,If my friends are on the opposite political spectrum,No,Probably yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Hate It,Dislike It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,,1952,Female,White,No,High school graduate,Divorced,Retired,"$150,000 - $199,999",No,76244,Texas,Rent,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Nothing in particular,Never,No,Not too important,Don't know,2025-07-01 22:12:03,2025-07-01 22:47:28
2336296866,0.839900663,Not sure,Security,Not sure,Not sure,Not sure,Not sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,,1967,Male,White,No,High school graduate,Married,Permanently disabled,"$20,000 - $29,999",No,75071,Texas,Own,Not very strong Republican,Did not vote for President,Did not vote for President,No,Moderate,Hardly at all,Atheist,Never,No,Not at all important,Never,2025-07-01 23:18:50,2025-07-01 23:24:27
2336308336,1.257487769,Yes,I would have no problem sharing this app with anyone because it was a good subject,Yes,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,,1969,Male,Black,No,High school graduate,Never married,Permanently disabled,"$20,000 - $29,999",No,77092,Texas,Rent,Strong Republican,Joe Biden,Donald Trump,Yes,Moderate,Some of the time,Muslim,Seldom,Yes,Very important,A few times a week,2025-07-01 23:30:24,2025-07-02 1:02:32
2332180976,2.078983036,Yes,none,Yes,Probably yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Other,,1995,Male,Asian,No,Post-grad,Never married,Part-time,"$80,000 - $99,999",No,76131,Texas,Own,Independent,Did not vote for President,Did not vote for President,No,Very liberal,Most of the time,Atheist,A few times a year,No,Not too important,Seldom,2025-06-28 23:51:28,2025-06-28 23:57:21
2333123786,0.8964788852,Yes,None it would expand and become more inclusive,Yes,Probably yes,Yes,Yes,Not Sure,Not Sure,Good Idea,Not Sure,Good Idea,Dislike It,Dislike It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Good Idea,Dislike It,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Grand Bargain,Other,,1943,Male,White,No,4-year,Married,Other,"$80,000 - $99,999",No,77090,Texas,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Protestant,Once a week,No,Very important,Several times a day,2025-06-29 15:54:04,2025-06-29 16:23:11
2335064186,0.8770142871,Not sure,Not sure that they'd like it,No,Definitely no,No,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,Hate It,Hate It,Hate It,Hate It,Hate It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Other,,1974,Male,White,No,4-year,Married,Full-time,"$150,000 - $199,999",No,78641,Texas,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,2025-07-01 2:51:41,2025-07-01 3:00:07
2336220922,1.061985576,Not sure,I don't know much about the details of these things,Not sure,Probably yes,Not sure,No,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Not sure,,1977,Male,White,No,No HS,Never married,Permanently disabled,"$10,000 - $19,999",No,75143,Texas,Rent,Not sure,Did not vote for President,Donald Trump,Yes,Conservative,Only now and then,Nothing in particular,Never,Yes,Not too important,Don't know,2025-07-01 22:07:18,2025-07-01 22:21:52
2336221396,0.975753177,Yes,None,Not sure,Probably yes,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Not sure,,1993,Female,Hispanic,Yes,High school graduate,Never married,Part-time,"Less than $10,000",No,77074,Texas,Rent,Independent,Did not vote for President,Did not vote for President,No,Moderate,Only now and then,Roman Catholic,Seldom,No,Somewhat important,A few times a month,2025-07-01 22:10:54,2025-07-01 22:37:34
2336289158,0.2963144927,Not sure,I just don't like politics. Now the yougov app I would share,No,Probably no,No,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Not sure,,1987,Female,White,No,High school graduate,Separated,Homemaker,"$10,000 - $19,999",No,75563,Texas,Rent,Not sure,Did not vote for President,Did not vote for President,No,Not sure,Hardly at all,Nothing in particular,Never,No,Not at all important,Never,2025-07-01 23:13:55,2025-07-01 23:22:37
2330431792,0.8631605023,Yes,None,Yes,Probably yes,Not sure,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,1963,Female,White,No,Some college,Divorced,Part-time,"$20,000 - $29,999",No,76384,Texas,Rent,Lean Republican,Donald Trump,Donald Trump,Yes,Not sure,Only now and then,Nothing in particular,Once or twice a month,Yes,Very important,Several times a day,2025-06-27 18:17:37,2025-06-27 18:23:17
2331776112,0.9611860442,Yes,None,Yes,Probably yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1981,Male,Black,No,2-year,Never married,Full-time,"$10,000 - $19,999",No,75501,Texas,Own,Independent,Did not vote for President,Did not vote for President,Yes,Moderate,Most of the time,Protestant,Once a week,Yes,Very important,Once a week,2025-06-28 15:59:28,2025-06-28 16:06:56
2331744634,0.502762276,Yes,Only those that doesn’t care for stuffs like that,No,Definitely yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1999,Male,Black,No,4-year,Never married,Part-time,"$30,000 - $39,999",No,77002,Texas,Rent,Lean Republican,Did not vote for President,Donald Trump,Yes,Moderate,Some of the time,Roman Catholic,Once a week,Yes,Very important,Several times a day,2025-06-28 18:53:29,2025-06-28 19:03:08
2331931646,0.3032988541,No,Not a standard conversation topic,No,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Good Idea,Not Sure,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Not Sure,Not Sure,Good Idea,Not Sure,Good Idea,Not Sure,Grand Bargain,Independent,,1982,Male,White,No,Post-grad,Divorced,Full-time,"$30,000 - $39,999",No,78752,Texas,Rent,Lean Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2025-06-28 19:01:40,2025-06-28 19:11:43
2332046546,0.5546834209,Not sure,I’m private,No,Probably yes,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1966,Female,Asian,No,High school graduate,Divorced,Full-time,"$60,000 - $69,999",No,76208,Texas,Rent,Independent,Did not vote for President,Did not vote for President,No,Not sure,Some of the time,Nothing in particular,Seldom,Yes,Somewhat important,Several times a day,2025-06-28 21:00:05,2025-06-28 21:09:49
2331981322,0.6833797203,Yes,They won't do it,Yes,Probably yes,Yes,Yes,Good Idea,Not Sure,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Not Sure,Critical to Me & Others,Good Idea,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Good Idea,Critical to Me & Others,Dislike It,Not Sure,Dislike It,Dislike It,Critical to Me & Others,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Grand Bargain,Independent,,1987,Female,Hispanic,Yes,2-year,Never married,Full-time,"$50,000 - $59,999",Yes,77477,Texas,Own,Independent,Donald Trump,Kamala Harris,Yes,Moderate,Some of the time,Nothing in particular,A few times a year,No,Somewhat important,Several times a day,2025-06-28 19:52:36,2025-06-28 21:15:33
2332290178,0.9530042835,Not sure,"The proposals are very vague. There is not a lot of detail, and no analysis on what the effects of these proposals would be. Unfortunately, there is a lot of misleading information coming from many politicians. They promise progress while taking away rights.",Not sure,Probably yes,Not sure,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,1973,Female,White,No,4-year,Married,Part-time,"$100,000 - $119,999",Yes,77385,Texas,Own,Lean Democrat,Donald Trump,Donald Trump,Yes,Moderate,Most of the time,Mormon,Once a week,No,Very important,Several times a day,2025-06-29 1:54:27,2025-06-29 2:03:52
2332129994,0.8328411625,Yes,Negative energy and thoughts,Not sure,Not sure,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Independent,,1974,Female,Hispanic,Yes,2-year,Never married,Student,"$10,000 - $19,999",Yes,78415,Texas,Rent,Independent,Did not vote for President,Did not vote for President,Yes,Moderate,Only now and then,Roman Catholic,Once a week,Yes,Very important,Several times a day,2025-06-29 1:57:26,2025-06-29 2:07:20
2332660404,0.6020720493,No,"It was one-sided, mostly. No",No,Probably no,No,No,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Dislike It,Good Idea,Dislike It,Dislike It,Dislike It,Grand Bargain,Independent,,1959,Female,Other,No,High school graduate,Married,Homemaker,"$30,000 - $39,999",No,76135,Texas,Rent,Lean Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Jewish,Seldom,Yes,Very important,Several times a day,2025-06-29 9:10:30,2025-06-29 9:22:37
2333126450,0.7761079242,Yes,None,Yes,Definitely yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Good Idea,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Dislike It,Critical to Me & Others,Critical to Me & Others,,Good Idea,Hate It,Good Idea,Good Idea,Critical to Me & Others,Not Sure,Good Idea,Not Sure,Good Idea,Hate It,Dislike It,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,1980,Male,Two or more races,No,Some college,Never married,Temporarily laid off,"$10,000 - $19,999",No,77493,Texas,Own,Independent,Donald Trump,Donald Trump,Yes,Moderate,Most of the time,Something else,Never,No,Not too important,Several times a day,2025-06-29 15:56:30,2025-06-29 16:03:31
2334505478,0.5189960003,Not sure,"I am not sure my close circle of friends has the time or desire to participate, but I would discuss with them and consider sending if I thought they were interested.",Yes,Definitely yes,Not sure,Not sure,Critical to Me & Others,Not Sure,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Not Sure,Critical to Me & Others,Good Idea,Hate It,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Not Sure,Critical to Me & Others,Good Idea,Good Idea,,Not Sure,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Hate It,Hate It,Not Sure,Grand Bargain,Independent,,1990,Female,White,No,Post-grad,Married,Full-time,"$70,000 - $79,999",Yes,75154,Texas,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Some of the time,Protestant,More than once a week,Yes,Very important,Several times a day,2025-06-30 17:54:47,2025-06-30 18:12:04
2332747332,1.701312554,Yes,None,Yes,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Dislike It,Critical to Me & Others,Critical to Me & Others,Dislike It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Not Sure,,Good Idea,Good Idea,Dislike It,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Not Sure,Dislike It,Dislike It,Not Sure,Critical to Me & Others,Good Idea,Grand Bargain,Independent,,1975,Female,White,No,Post-grad,Married,Full-time,"$70,000 - $79,999",No,79938,Texas,Own,Lean Democrat,Joe Biden,Donald Trump,Yes,Liberal,Most of the time,Agnostic,Seldom,No,Not too important,Seldom,2025-06-30 21:03:59,2025-06-30 21:20:05
2335669526,0.7518185313,Yes,None,Yes,Probably yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1999,Male,White,No,4-year,Never married,Unemployed,"$70,000 - $79,999",No,75254,Texas,Rent,Lean Republican,Donald Trump,Kamala Harris,Yes,Moderate,Most of the time,Protestant,Once a week,No,Very important,Once a day,2025-07-01 22:13:31,2025-07-01 22:19:01
