caseid,weight,F1,F2,F3,F4,F5,F6,Economic Mobility 1,Economic Mobility 2,Economic Mobility 3,Economic Mobility 4,Economic Mobility 5,Economic Mobility 6,Economic Mobility 7,Education 1,Education 2,Education 3,Education 4,Education 5,Education 6,Education 7,Education 8,Education 9,Healthcare 1,Healthcare 2,Healthcare 3,Healthcare 4,Healthcare 5,Healthcare 6,Healthcare 7,,Energy 1,Energy 2,Energy 3,Energy 4,Energy 5,Fed Spending & Debt,Taxes 1,Taxes 2,Taxes 3,Taxes 4,Taxes 5,Taxes 6,Taxes 7,Grand Bargain or Current Direction?,pid3,What would you change to make you reconsider,birthyr,gender,race,hispanic,educ,marstat,employ,faminc_new,child18,inputzip,inputstate,ownhome,pid7,presvote20post,presvote24post,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,
2423074120,0.7884088627,Not sure,I don't like trying to sell my friends on ideas,Not sure,Not sure,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,,Good Idea,Good Idea,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Grand Bargain,Independent,,1974,Male,White,No,High school graduate,Married,Permanently disabled,"$70,000 - $79,999",No,49202,Michigan,Rent,Independent,Other,Did not vote for President,Yes,Moderate,Hardly at all,Protestant,Never,Yes,Somewhat important,Never,2025-08-27 21:48:15,2025-08-27 21:57:41,Third generation
2422940968,1.127624096,No,They would not be interested.,Not sure,Not sure,Yes,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,,Not Sure,Good Idea,Good Idea,Good Idea,Not Sure,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Grand Bargain,Other,,1949,Female,White,No,4-year,Married,Retired,Prefer not to say,No,36117,Alabama,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Roman Catholic,Once a week,No,Somewhat important,Several times a day,2025-08-27 21:48:12,2025-08-27 21:57:53,Third generation
2422279812,0.858645623,Yes,None,Yes,Definitely yes,Yes,Yes,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Grand Bargain,Independent,"We need to set term limits for congress and senate that way they have to work for the people again, instead of staying secured in their comfy chairs doing nothing.",1993,Female,White,No,2-year,Married,Homemaker,"$60,000 - $69,999",Yes,63640,Missouri,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Some of the time,Nothing in particular,Seldom,No,Somewhat important,Once a day,2025-08-27 21:50:01,2025-08-27 21:58:01,Second generation
2423086242,0.4786513089,No,Privacy,Not sure,Not sure,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Hate It,Dislike It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Hate It,,Hate It,Hate It,Hate It,Hate It,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Grand Bargain,Independent,,1979,Female,Other,No,2-year,Married,Homemaker,"$70,000 - $79,999",No,98520,Washington,Rent,Independent,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Nothing in particular,Never,No,Not at all important,Never,2025-08-27 21:48:30,2025-08-27 21:57:57,Third generation
2421800798,0.6211847936,Yes,None!,Yes,Probably yes,Yes,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Grand Bargain,Democrat,Hold congress accountable by voting new people in during mid-terms!,1972,Female,White,No,Post-grad,Married,Other,"$200,000 - $249,999",Yes,93401,California,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Something else,Never,No,Not at all important,Once a day,2025-08-27 21:43:03,2025-08-27 21:58:17,Second generation
2423085844,0.5612750136,Yes,It's a personal decision,Yes,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,,2003,Female,White,No,High school graduate,Domestic / civil partnership,Unemployed,"$40,000 - $49,999",No,96817,Hawaii,Own,Strong Republican,Did not vote for President,Donald Trump,Yes,Moderate,Most of the time,Roman Catholic,More than once a week,Yes,Very important,Several times a day,2025-08-27 21:46:00,2025-08-27 21:58:23,Third generation
2421789826,1.4500445,Yes,whether or not people would trust the app or not,Not sure,Not sure,Not sure,No,Not Sure,Not Sure,Good Idea,Not Sure,Not Sure,Good Idea,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Not Sure,Current Direction,Republican,,2001,Female,White,No,4-year,Domestic / civil partnership,Full-time,Prefer not to say,No,23230,Virginia,Rent,Not very strong Republican,Donald Trump,Donald Trump,Yes,Moderate,Only now and then,Roman Catholic,Once or twice a month,No,Very important,Once a week,2025-08-27 21:43:19,2025-08-27 21:58:38,Third generation
2423071412,0.8179512651,Not sure,I’m not knowledgeable enough on this topic.,No,Probably yes,Yes,Not sure,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,,Not Sure,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Dislike It,Good Idea,Grand Bargain,Republican,,1964,Female,White,No,2-year,Married,Retired,Prefer not to say,No,62243,Illinois,Own,Not very strong Republican,Donald Trump,Kamala Harris,Yes,Moderate,Hardly at all,Roman Catholic,Never,No,Somewhat important,Once a day,2025-08-27 21:41:52,2025-08-27 21:58:40,Third generation
2423086270,0.7081168201,Not sure,Just generally don't bombard folks with stuff for them to download,No,Probably yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Good Idea,Dislike It,Critical to Me & Others,Dislike It,Good Idea,Critical to Me & Others,Hate It,Good Idea,Critical to Me & Others,Hate It,Not Sure,Dislike It,Critical to Me & Others,Grand Bargain,Democrat,,1969,Female,White,No,4-year,Never married,Retired,Prefer not to say,No,94062,California,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Only now and then,Nothing in particular,Never,No,Not at all important,Never,2025-08-27 21:48:43,2025-08-27 21:58:45,Third generation
2423071280,1.074270588,Not sure,Share only with people of the same philosophy,No,Probably yes,Yes,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Grand Bargain,Democrat,,1957,Male,White,No,Post-grad,Married,Retired,"$70,000 - $79,999",No,77845,Texas,Rent,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Nothing in particular,Never,No,Not at all important,Seldom,2025-08-27 21:48:20,2025-08-27 21:58:40,Immigrant Citizen
2422904512,0.6791304465,Not sure,They probably wouldn't like it,No,Not sure,Not sure,Not sure,Not Sure,Hate It,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Current Direction,Not sure,Not sure,1991,Female,White,No,2-year,Widowed,Unemployed,"$30,000 - $39,999",No,64057,Missouri,Own,Not sure,Did not vote for President,Did not vote for President,No,Not sure,Don't know,Nothing in particular,Don't know,No,Somewhat important,Several times a day,2025-08-27 21:53:51,2025-08-27 21:58:55,Third generation
2422641440,1.054935459,Yes,That they may not choose the exact policies I would.,Not sure,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Dislike It,Not Sure,Critical to Me & Others,Critical to Me & Others,,Hate It,Hate It,Not Sure,Critical to Me & Others,Dislike It,Dislike It,Not Sure,Not Sure,Good Idea,Hate It,Dislike It,Hate It,Good Idea,Grand Bargain,Independent,Make Lobbying illegal or at the ver least any Senator that has take funds from a source or country can't vote on issues pertaining to that source or country.,1976,Male,White,No,2-year,Married,Full-time,"$150,000 - $199,999",No,45459,Ohio,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Atheist,Never,No,Not at all important,Never,2025-08-27 21:45:03,2025-08-27 21:58:56,Third generation
2423085706,0.7734937175,Not sure,Not sure which ones would actually use it.,No,Definitely yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,Raise the tax rate on billionaires. Follow we hat President Clinton did to balance the budget.,1948,Female,White,No,4-year,Married,Retired,Prefer not to say,No,17754,Pennsylvania,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Protestant,Never,No,Not at all important,Seldom,2025-08-27 21:45:01,2025-08-27 21:59:05,Second generation
2422471922,0.7982132958,Not sure,I don't think they'd care about the app. They would care more about the package and fixing the problems.,Not sure,Probably yes,Yes,Yes,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Hate It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Dislike It,,Good Idea,Not Sure,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Good Idea,Not Sure,Grand Bargain,Democrat,Tax the rich. Close tax loopholes. Expand the IRS. Legalize marijuana and use the proceeds to specifically subsidize education reform in urban and low-income areas.,1984,Female,White,No,4-year,Married,Full-time,"$70,000 - $79,999",No,6384,Connecticut,Own,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Agnostic,Never,No,Not at all important,Seldom,2025-08-27 21:44:34,2025-08-27 21:59:13,Third generation
2423057378,0.7915062529,Not sure,Depends on content,Not sure,Not sure,Not sure,No,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Grand Bargain,Democrat,,1968,Female,Hispanic,Yes,4-year,Domestic / civil partnership,Full-time,"$60,000 - $69,999",No,11379,New York,Rent,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Some of the time,Roman Catholic,Once or twice a month,No,Somewhat important,Several times a day,2025-08-27 21:48:42,2025-08-27 21:59:13,Third generation
2422899910,1.00233253,No,I keep my politics to myself.,No,Probably yes,No,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Grand Bargain,Republican,Term limits for politicians.  No more lobbyists.,1954,Female,White,No,4-year,Married,Unemployed,"$80,000 - $99,999",No,75230,Texas,Rent,Strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Some of the time,Protestant,A few times a year,No,Not too important,A few times a month,2025-08-27 21:47:16,2025-08-27 21:59:29,Second generation
2423085538,1.164911346,Not sure,I don't like to bother people,Not sure,Probably yes,Yes,No,Dislike It,Good Idea,Good Idea,Dislike It,Dislike It,Hate It,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,,Dislike It,Dislike It,Dislike It,Dislike It,Hate It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Current Direction,Republican,"Follow Trump's plans, they make sense and are working.",1957,Male,White,No,Some college,Never married,Full-time,"$80,000 - $99,999",No,17074,Pennsylvania,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Nothing in particular,Seldom,No,Not at all important,Seldom,2025-08-27 21:43:55,2025-08-27 21:59:18,Second generation
2423093658,0.4219280152,No,It's clearly pushing an agenda. I don't share propaganda.,No,Definitely no,No,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Current Direction,Independent,"Make it clear that constitutional rights extend to everyone in the country, whether they're citizens or not

Support gender affirming care and diversity initiatives

Regulate and restrict the use of AI, which is causing harm to Americans",1984,Male,White,No,Post-grad,Married,Full-time,"$70,000 - $79,999",Yes,97402,Oregon,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Most of the time,Nothing in particular,Never,No,Not at all important,Never,2025-08-27 21:50:48,2025-08-27 21:59:34,Third generation
2422327968,0.4795795953,Not sure,Whether it would be utilized,Not sure,Probably yes,Not sure,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Democrat,,1968,Male,White,No,4-year,Married,Full-time,"$70,000 - $79,999",No,64119,Missouri,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Roman Catholic,Once or twice a month,No,Somewhat important,Several times a day,2025-08-27 21:51:27,2025-08-27 21:59:40,Third generation
2421470126,0.8607100379,Yes,Some would say it’s a waste of time. Some think it will all work itself out.,Not sure,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Democrat,Remove the salary cap on social security - make it last forever,1960,Female,White,No,4-year,Married,Retired,"$30,000 - $39,999",No,30643,Georgia,Own,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Protestant,Never,No,Somewhat important,A few times a week,2025-08-27 21:47:10,2025-08-27 21:59:44,Third generation
2422578416,1.252644571,Yes,They would feel obligated.,No,Probably yes,Yes,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,,1977,Male,White,No,4-year,Married,Full-time,"$200,000 - $249,999",No,85305,Arizona,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Some of the time,Nothing in particular,A few times a year,No,Not at all important,Never,2025-08-27 21:51:34,2025-08-27 22:00:00,Third generation
2422346622,0.7509555208,Not sure,Not sure,Not sure,Probably yes,Yes,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Democrat,,1979,Female,White,No,4-year,Never married,Full-time,"$80,000 - $99,999",No,55374,Minnesota,Own,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Some of the time,Something else,Seldom,No,Not at all important,Never,2025-08-27 21:48:48,2025-08-27 22:00:05,Third generation
2423072558,0.8804812871,Not sure,I want to know how accurate it is,Not sure,Probably yes,Not sure,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Grand Bargain,Republican,I'm not entirely sure actually,1970,Male,White,No,2-year,Married,Full-time,"$40,000 - $49,999",Yes,60137,Illinois,Own,Strong Republican,Did not vote for President,Donald Trump,Yes,Very conservative,Most of the time,Roman Catholic,Once a week,Yes,Very important,Once a day,2025-08-27 21:56:51,2025-08-27 22:01:02,Third generation
2419245096,0.9174067254,No,Not my style,No,Probably yes,Yes,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Hate It,,Not Sure,Hate It,Critical to Me & Others,Not Sure,Good Idea,Critical to Me & Others,Hate It,Hate It,Hate It,Not Sure,Critical to Me & Others,Hate It,Critical to Me & Others,Grand Bargain,Democrat,,1977,Female,White,No,4-year,Never married,Full-time,"$100,000 - $119,999",No,89074,Nevada,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Most of the time,Something else,Never,No,Not at all important,Never,2025-08-27 21:51:31,2025-08-27 22:00:56,First generation
2422023718,0.3844297357,Not sure,I'm not sure,Not sure,Probably yes,Not sure,Not sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Other,,2000,Female,White,No,4-year,Never married,Full-time,"$30,000 - $39,999",No,19121,Pennsylvania,Rent,Lean Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Most of the time,Agnostic,Seldom,No,Somewhat important,Seldom,2025-08-27 21:52:47,2025-08-27 22:00:54,First generation
2423023126,0.4870613576,Yes,People putting inappropriate or harassing feedback. As well as people bullying others for expressing different or new views.,Yes,Probably yes,Yes,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Grand Bargain,Democrat,More taxes for the wealthy and affordable Healthcare,1968,Female,Native American,Yes,Some college,Married,Retired,"Less than $10,000",Yes,98445,Washington,Own,Not very strong Democrat,Joe Biden,Donald Trump,Yes,Liberal,Only now and then,Roman Catholic,Never,No,Somewhat important,Once a day,2025-08-27 21:44:43,2025-08-27 22:01:04,Third generation
2422802346,1.411147091,No,Foster my opinion on my people. No way.,No,Probably yes,Yes,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Current Direction,Democrat,You must be high. NOTHING will ever change.,1964,Male,Other,Yes,Post-grad,Married,Full-time,"$350,000 - $499,999",No,11968,New York,Own,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2025-08-27 21:46:25,2025-08-27 22:02:07,Second generation
2422578780,0.7083361168,No,I don’t bother people,No,Probably yes,Not sure,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Grand Bargain,Republican,,1964,Female,White,No,High school graduate,Married,Full-time,"$50,000 - $59,999",No,50150,Iowa,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Some of the time,Protestant,Once or twice a month,Yes,Somewhat important,Once a day,2025-08-27 21:56:41,2025-08-27 22:02:17,Second generation
